ID,Image_Entree,Image_Sortie,Label_Num_Entree,Label_Nom_Entree,Label_Num_Sortie,Label_Nom_Sortie
458381,458381.jpg,458381_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
475236,475236.jpg,475236_output.jpg,0,Amanita phalloides,4,Galerina marginata
298848,298848.jpg,298848_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
146288,146288.jpg,146288_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
75504,75504.jpg,75504_output.jpg,4,Galerina marginata,4,Galerina marginata
81999,81999.jpg,81999_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
687283,687283.jpg,687283_output.jpg,2,Coprinus comatus,2,Coprinus comatus
179508,179508.jpg,179508_output.jpg,0,Amanita phalloides,0,Amanita phalloides
297375,297375.jpg,297375_output.jpg,0,Amanita phalloides,0,Amanita phalloides
525409,525409.jpg,525409_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
364998,364998.jpg,364998_output.jpg,4,Galerina marginata,4,Galerina marginata
110449,110449.jpg,110449_output.jpg,2,Coprinus comatus,2,Coprinus comatus
138887,138887.jpg,138887_output.jpg,2,Coprinus comatus,2,Coprinus comatus
454206,454206.jpg,454206_output.jpg,3,Fuligo septica,3,Fuligo septica
285750,285750.jpg,285750_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
440396,440396.jpg,440396_output.jpg,6,Laetiporus sulphureus,8,Pluteus cervinus
521672,521672.jpg,521672_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
222578,222578.jpg,222578_output.jpg,3,Fuligo septica,3,Fuligo septica
292843,292843.jpg,292843_output.jpg,2,Coprinus comatus,2,Coprinus comatus
61403,61403.jpg,61403_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
370328,370328.jpg,370328_output.jpg,2,Coprinus comatus,2,Coprinus comatus
175883,175883.jpg,175883_output.jpg,1,Coprinellus micaceus,8,Pluteus cervinus
570877,570877.jpg,570877_output.jpg,3,Fuligo septica,3,Fuligo septica
496521,496521.jpg,496521_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
249270,249270.jpg,249270_output.jpg,3,Fuligo septica,3,Fuligo septica
195809,195809.jpg,195809_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
263989,263989.jpg,263989_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
673681,673681.jpg,673681_output.jpg,4,Galerina marginata,4,Galerina marginata
419606,419606.jpg,419606_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
434604,434604.jpg,434604_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
488147,488147.jpg,488147_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
68696,68696.jpg,68696_output.jpg,0,Amanita phalloides,0,Amanita phalloides
375740,375740.jpg,375740_output.jpg,0,Amanita phalloides,0,Amanita phalloides
140576,140576.jpg,140576_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
375053,375053.jpg,375053_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
292975,292975.jpg,292975_output.jpg,4,Galerina marginata,1,Coprinellus micaceus
310734,310734.jpg,310734_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
505633,505633.jpg,505633_output.jpg,3,Fuligo septica,3,Fuligo septica
270886,270886.jpg,270886_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
539707,539707.jpg,539707_output.jpg,2,Coprinus comatus,2,Coprinus comatus
617612,617612.jpg,617612_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
110365,110365.jpg,110365_output.jpg,4,Galerina marginata,4,Galerina marginata
522842,522842.jpg,522842_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
689806,689806.jpg,689806_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
124299,124299.jpg,124299_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
610199,610199.jpg,610199_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
147102,147102.jpg,147102_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
688359,688359.jpg,688359_output.jpg,5,Hypholoma fasciculare,1,Coprinellus micaceus
143854,143854.jpg,143854_output.jpg,4,Galerina marginata,4,Galerina marginata
192373,192373.jpg,192373_output.jpg,4,Galerina marginata,4,Galerina marginata
143814,143814.jpg,143814_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
559590,559590.jpg,559590_output.jpg,0,Amanita phalloides,0,Amanita phalloides
677707,677707.jpg,677707_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
684712,684712.jpg,684712_output.jpg,2,Coprinus comatus,2,Coprinus comatus
684563,684563.jpg,684563_output.jpg,2,Coprinus comatus,2,Coprinus comatus
570723,570723.jpg,570723_output.jpg,3,Fuligo septica,9,Schizophyllum commune
372652,372652.jpg,372652_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
305006,305006.jpg,305006_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
212450,212450.jpg,212450_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
675543,675543.jpg,675543_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
490855,490855.jpg,490855_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
111610,111610.jpg,111610_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
409340,409340.jpg,409340_output.jpg,2,Coprinus comatus,4,Galerina marginata
276283,276283.jpg,276283_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
112522,112522.jpg,112522_output.jpg,0,Amanita phalloides,0,Amanita phalloides
316121,316121.jpg,316121_output.jpg,2,Coprinus comatus,2,Coprinus comatus
686773,686773.jpg,686773_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
198974,198974.jpg,198974_output.jpg,4,Galerina marginata,4,Galerina marginata
249269,249269.jpg,249269_output.jpg,3,Fuligo septica,3,Fuligo septica
674564,674564.jpg,674564_output.jpg,0,Amanita phalloides,0,Amanita phalloides
230430,230430.jpg,230430_output.jpg,3,Fuligo septica,3,Fuligo septica
67277,67277.jpg,67277_output.jpg,2,Coprinus comatus,2,Coprinus comatus
637016,637016.jpg,637016_output.jpg,3,Fuligo septica,3,Fuligo septica
594713,594713.jpg,594713_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
340868,340868.jpg,340868_output.jpg,3,Fuligo septica,3,Fuligo septica
328778,328778.jpg,328778_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
383952,383952.jpg,383952_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
259571,259571.jpg,259571_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
275934,275934.jpg,275934_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
126148,126148.jpg,126148_output.jpg,4,Galerina marginata,4,Galerina marginata
329614,329614.jpg,329614_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
519271,519271.jpg,519271_output.jpg,4,Galerina marginata,4,Galerina marginata
472287,472287.jpg,472287_output.jpg,2,Coprinus comatus,2,Coprinus comatus
126968,126968.jpg,126968_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
617911,617911.jpg,617911_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
74802,74802.jpg,74802_output.jpg,4,Galerina marginata,4,Galerina marginata
390369,390369.jpg,390369_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
272572,272572.jpg,272572_output.jpg,0,Amanita phalloides,0,Amanita phalloides
148777,148777.jpg,148777_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
305050,305050.jpg,305050_output.jpg,4,Galerina marginata,4,Galerina marginata
68686,68686.jpg,68686_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
406762,406762.jpg,406762_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
324665,324665.jpg,324665_output.jpg,2,Coprinus comatus,2,Coprinus comatus
571480,571480.jpg,571480_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
143640,143640.jpg,143640_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
173847,173847.jpg,173847_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
656450,656450.jpg,656450_output.jpg,0,Amanita phalloides,0,Amanita phalloides
290209,290209.jpg,290209_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
672536,672536.jpg,672536_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
332717,332717.jpg,332717_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
446375,446375.jpg,446375_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
184243,184243.jpg,184243_output.jpg,0,Amanita phalloides,0,Amanita phalloides
663145,663145.jpg,663145_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
168392,168392.jpg,168392_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
74625,74625.jpg,74625_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
308885,308885.jpg,308885_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
522587,522587.jpg,522587_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
217209,217209.jpg,217209_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
612870,612870.jpg,612870_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
292516,292516.jpg,292516_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
492814,492814.jpg,492814_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
112621,112621.jpg,112621_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
672045,672045.jpg,672045_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
333551,333551.jpg,333551_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
227976,227976.jpg,227976_output.jpg,3,Fuligo septica,3,Fuligo septica
146052,146052.jpg,146052_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
124297,124297.jpg,124297_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
144652,144652.jpg,144652_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
336005,336005.jpg,336005_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
110461,110461.jpg,110461_output.jpg,2,Coprinus comatus,2,Coprinus comatus
184809,184809.jpg,184809_output.jpg,1,Coprinellus micaceus,5,Hypholoma fasciculare
470869,470869.jpg,470869_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
346608,346608.jpg,346608_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
676874,676874.jpg,676874_output.jpg,4,Galerina marginata,4,Galerina marginata
418635,418635.jpg,418635_output.jpg,4,Galerina marginata,4,Galerina marginata
690382,690382.jpg,690382_output.jpg,4,Galerina marginata,4,Galerina marginata
519281,519281.jpg,519281_output.jpg,4,Galerina marginata,4,Galerina marginata
379611,379611.jpg,379611_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
501202,501202.jpg,501202_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
591353,591353.jpg,591353_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
61043,61043.jpg,61043_output.jpg,0,Amanita phalloides,0,Amanita phalloides
215543,215543.jpg,215543_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
285990,285990.jpg,285990_output.jpg,2,Coprinus comatus,2,Coprinus comatus
213491,213491.jpg,213491_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
381261,381261.jpg,381261_output.jpg,4,Galerina marginata,4,Galerina marginata
281729,281729.jpg,281729_output.jpg,2,Coprinus comatus,2,Coprinus comatus
381685,381685.jpg,381685_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
110597,110597.jpg,110597_output.jpg,4,Galerina marginata,4,Galerina marginata
118545,118545.jpg,118545_output.jpg,2,Coprinus comatus,2,Coprinus comatus
498372,498372.jpg,498372_output.jpg,0,Amanita phalloides,0,Amanita phalloides
320425,320425.jpg,320425_output.jpg,2,Coprinus comatus,2,Coprinus comatus
138032,138032.jpg,138032_output.jpg,4,Galerina marginata,4,Galerina marginata
151106,151106.jpg,151106_output.jpg,4,Galerina marginata,4,Galerina marginata
556790,556790.jpg,556790_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
173210,173210.jpg,173210_output.jpg,2,Coprinus comatus,2,Coprinus comatus
560893,560893.jpg,560893_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
108490,108490.jpg,108490_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
504964,504964.jpg,504964_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
216099,216099.jpg,216099_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
354142,354142.jpg,354142_output.jpg,0,Amanita phalloides,0,Amanita phalloides
647675,647675.jpg,647675_output.jpg,3,Fuligo septica,3,Fuligo septica
477594,477594.jpg,477594_output.jpg,2,Coprinus comatus,2,Coprinus comatus
418070,418070.jpg,418070_output.jpg,0,Amanita phalloides,0,Amanita phalloides
520827,520827.jpg,520827_output.jpg,2,Coprinus comatus,2,Coprinus comatus
152537,152537.jpg,152537_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
397773,397773.jpg,397773_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
344972,344972.jpg,344972_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
425049,425049.jpg,425049_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
63805,63805.jpg,63805_output.jpg,4,Galerina marginata,4,Galerina marginata
333724,333724.jpg,333724_output.jpg,2,Coprinus comatus,2,Coprinus comatus
115353,115353.jpg,115353_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
180277,180277.jpg,180277_output.jpg,0,Amanita phalloides,0,Amanita phalloides
171259,171259.jpg,171259_output.jpg,0,Amanita phalloides,0,Amanita phalloides
66398,66398.jpg,66398_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
393066,393066.jpg,393066_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
167512,167512.jpg,167512_output.jpg,0,Amanita phalloides,0,Amanita phalloides
283530,283530.jpg,283530_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
595075,595075.jpg,595075_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
408964,408964.jpg,408964_output.jpg,3,Fuligo septica,3,Fuligo septica
148768,148768.jpg,148768_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
471623,471623.jpg,471623_output.jpg,4,Galerina marginata,4,Galerina marginata
485833,485833.jpg,485833_output.jpg,0,Amanita phalloides,0,Amanita phalloides
661789,661789.jpg,661789_output.jpg,6,Laetiporus sulphureus,6,Laetiporus sulphureus
256912,256912.jpg,256912_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
325767,325767.jpg,325767_output.jpg,3,Fuligo septica,3,Fuligo septica
592803,592803.jpg,592803_output.jpg,2,Coprinus comatus,2,Coprinus comatus
120138,120138.jpg,120138_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
132988,132988.jpg,132988_output.jpg,2,Coprinus comatus,2,Coprinus comatus
664096,664096.jpg,664096_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
290882,290882.jpg,290882_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
295705,295705.jpg,295705_output.jpg,2,Coprinus comatus,2,Coprinus comatus
307014,307014.jpg,307014_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
63803,63803.jpg,63803_output.jpg,4,Galerina marginata,4,Galerina marginata
125400,125400.jpg,125400_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
399953,399953.jpg,399953_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
476338,476338.jpg,476338_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
314917,314917.jpg,314917_output.jpg,4,Galerina marginata,4,Galerina marginata
417249,417249.jpg,417249_output.jpg,3,Fuligo septica,3,Fuligo septica
214125,214125.jpg,214125_output.jpg,2,Coprinus comatus,2,Coprinus comatus
492887,492887.jpg,492887_output.jpg,4,Galerina marginata,4,Galerina marginata
274551,274551.jpg,274551_output.jpg,5,Hypholoma fasciculare,7,Pleurotus ostreatus
627328,627328.jpg,627328_output.jpg,4,Galerina marginata,4,Galerina marginata
386084,386084.jpg,386084_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
135902,135902.jpg,135902_output.jpg,4,Galerina marginata,4,Galerina marginata
104111,104111.jpg,104111_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
123529,123529.jpg,123529_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
201101,201101.jpg,201101_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
153484,153484.jpg,153484_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
168083,168083.jpg,168083_output.jpg,0,Amanita phalloides,0,Amanita phalloides
84495,84495.jpg,84495_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
280286,280286.jpg,280286_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
627060,627060.jpg,627060_output.jpg,2,Coprinus comatus,2,Coprinus comatus
480978,480978.jpg,480978_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
307015,307015.jpg,307015_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
624757,624757.jpg,624757_output.jpg,9,Schizophyllum commune,7,Pleurotus ostreatus
595049,595049.jpg,595049_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
335768,335768.jpg,335768_output.jpg,8,Pluteus cervinus,8,Pluteus cervinus
462532,462532.jpg,462532_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
262401,262401.jpg,262401_output.jpg,4,Galerina marginata,4,Galerina marginata
637893,637893.jpg,637893_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
176749,176749.jpg,176749_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
557368,557368.jpg,557368_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
692015,692015.jpg,692015_output.jpg,2,Coprinus comatus,2,Coprinus comatus
631668,631668.jpg,631668_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
115952,115952.jpg,115952_output.jpg,1,Coprinellus micaceus,1,Coprinellus micaceus
113851,113851.jpg,113851_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
198972,198972.jpg,198972_output.jpg,4,Galerina marginata,4,Galerina marginata
68632,68632.jpg,68632_output.jpg,0,Amanita phalloides,0,Amanita phalloides
327160,327160.jpg,327160_output.jpg,2,Coprinus comatus,2,Coprinus comatus
177418,177418.jpg,177418_output.jpg,6,Laetiporus sulphureus,7,Pleurotus ostreatus
74490,74490.jpg,74490_output.jpg,0,Amanita phalloides,0,Amanita phalloides
576808,576808.jpg,576808_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
565980,565980.jpg,565980_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
626353,626353.jpg,626353_output.jpg,3,Fuligo septica,3,Fuligo septica
522586,522586.jpg,522586_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
174827,174827.jpg,174827_output.jpg,4,Galerina marginata,4,Galerina marginata
578668,578668.jpg,578668_output.jpg,2,Coprinus comatus,2,Coprinus comatus
672187,672187.jpg,672187_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
677914,677914.jpg,677914_output.jpg,9,Schizophyllum commune,9,Schizophyllum commune
501197,501197.jpg,501197_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
560017,560017.jpg,560017_output.jpg,7,Pleurotus ostreatus,7,Pleurotus ostreatus
473774,473774.jpg,473774_output.jpg,4,Galerina marginata,4,Galerina marginata
587912,587912.jpg,587912_output.jpg,5,Hypholoma fasciculare,5,Hypholoma fasciculare
